material_absorber,material_etl,material_htl,absorber_band_gap_eV,etl_band_gap_eV,htl_band_gap_eV,cbo_eV,vbo_eV,absorber_etl_type,absorber_htl_type,gap_method,functional,gap_type,material_class,source_doi,source_paper
BSb,ZrSe3,BSb,0.91,0.95,0.91,0.66,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlN,GaN,AlN,4.04,3.23,4.04,-0.84,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlN,GaP_b,AlN,4.04,2.49,4.04,0.16,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlN,N_b,AlN,4.04,6.01,4.04,-0.71,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlN,P_b,AlN,4.04,2.73,4.04,-1.85,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlN,2H-MoS2,AlN,4.04,2.15,4.04,-2.22,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlN,1T-HfS2,AlN,4.04,1.99,4.04,-2.79,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlN,1T_d-ReS2,AlN,4.04,1.96,4.04,-2.32,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,AlSb_b,AlP,3.14,2.09,3.14,0.33,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,GaN,AlP,3.14,3.23,3.14,-0.18,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,GaP_b,AlP,3.14,2.49,3.14,0.82,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,SiC,AlP,3.14,3.27,3.14,0.43,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,GeC,AlP,3.14,2.91,3.14,0.28,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,N_b,AlP,3.14,6.01,3.14,-0.05,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,P_b,AlP,3.14,2.73,3.14,-1.19,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,2H-MoS2,AlP,3.14,2.15,3.14,-1.56,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,2H-WS2,AlP,3.14,2.09,3.14,-1.15,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,1T-HfS2,AlP,3.14,1.99,3.14,-2.13,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,1T-HfSe2,AlP,3.14,1.02,3.14,-2.12,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,1T_d-ReS2,AlP,3.14,1.96,3.14,-1.66,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlP,ZrS3,AlP,3.14,1.89,3.14,0.05,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,AlSb_b,AlAs,2.35,2.09,2.35,0.94,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,GaP_b,AlAs,2.35,2.49,2.35,1.43,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,GaAs_b,AlAs,2.35,1.88,2.35,-0.53,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,InP_b,AlAs,2.35,1.16,2.35,0.03,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,InAs_b,AlAs,2.35,1.04,2.35,0.18,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,InSb_b,AlAs,2.35,0.97,2.35,0.11,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,SiC,AlAs,2.35,3.27,2.35,1.04,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,GeC,AlAs,2.35,2.91,2.35,0.89,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,SnC,AlAs,2.35,1.85,2.35,0.23,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,P_b,AlAs,2.35,2.73,2.35,-0.58,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,2H-MoS2,AlAs,2.35,2.15,2.35,-0.95,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,2H-WS2,AlAs,2.35,2.09,2.35,-0.54,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,1T-HfS2,AlAs,2.35,1.99,2.35,-1.52,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,1T-HfSe2,AlAs,2.35,1.02,2.35,-1.51,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,1T_d-ReS2,AlAs,2.35,1.96,2.35,-1.05,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,HfS3,AlAs,2.35,1.87,2.35,0.51,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlAs,ZrS3,AlAs,2.35,1.89,2.35,0.66,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,BP,AlSb_b,2.09,1.59,2.09,-1.55,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,BAs,AlSb_b,2.09,1.43,2.09,-1.49,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,BSb,AlSb_b,2.09,0.91,2.09,-1.63,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,AlP,AlSb_b,2.09,3.14,2.09,-0.33,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,AlAs,AlSb_b,2.09,2.35,2.09,-0.94,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,GaN,AlSb_b,2.09,3.23,2.09,-0.51,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,GaP_b,AlSb_b,2.09,2.49,2.09,0.49,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,GaAs_b,AlSb_b,2.09,1.88,2.09,-1.47,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,InN,AlSb_b,2.09,1.35,2.09,-1.47,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,SiGe_b,AlSb_b,2.09,0.55,2.09,-1.96,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,SiSn_b,AlSb_b,2.09,0.59,2.09,-1.77,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,GeC,AlSb_b,2.09,2.91,2.09,-0.05,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,GeSn_b,AlSb_b,2.09,0.46,2.09,-1.78,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,SnC,AlSb_b,2.09,1.85,2.09,-0.71,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,N_b,AlSb_b,2.09,6.01,2.09,-0.38,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,P_b,AlSb_b,2.09,2.73,2.09,-1.52,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,P_w,AlSb_b,2.09,1.53,2.09,-1.69,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,As_b,AlSb_b,2.09,2.06,2.09,-1.19,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,As_w,AlSb_b,2.09,1.25,2.09,-1.42,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,Sb_b,AlSb_b,2.09,1.22,2.09,-0.97,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,2H-MoS2,AlSb_b,2.09,2.15,2.09,-1.89,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,2H-MoSe2,AlSb_b,2.09,1.87,2.09,-1.38,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,2H-MoTe2,AlSb_b,2.09,1.47,2.09,-1.33,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,2H-WS2,AlSb_b,2.09,2.09,2.09,-1.48,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,2H-WSe2,AlSb_b,2.09,1.75,2.09,-1.08,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,2H-WTe2,AlSb_b,2.09,1.21,2.09,-0.96,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,1T-HfS2,AlSb_b,2.09,1.99,2.09,-2.46,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,1T-HfSe2,AlSb_b,2.09,1.02,2.09,-2.45,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,1T_d-ReS2,AlSb_b,2.09,1.96,2.09,-1.99,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,1T_d-ReSe2,AlSb_b,2.09,1.7,2.09,-1.51,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,HfS3,AlSb_b,2.09,1.87,2.09,-0.43,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
AlSb_b,ZrS3,AlSb_b,2.09,1.89,2.09,-0.28,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,AlN,GaN,3.23,4.04,3.23,0.84,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,AlP,GaN,3.23,3.14,3.23,0.18,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,AlSb_b,GaN,3.23,2.09,3.23,0.51,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,GaP_b,GaN,3.23,2.49,3.23,1.0,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,SiC,GaN,3.23,3.27,3.23,0.61,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,GeC,GaN,3.23,2.91,3.23,0.46,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,P_b,GaN,3.23,2.73,3.23,-1.01,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,2H-MoS2,GaN,3.23,2.15,3.23,-1.38,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,1T-HfS2,GaN,3.23,1.99,3.23,-1.95,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,1T_d-ReS2,GaN,3.23,1.96,3.23,-1.48,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,HfS3,GaN,3.23,1.87,3.23,0.08,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaN,ZrS3,GaN,3.23,1.89,3.23,0.23,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,BP,GaP_b,2.49,1.59,2.49,-2.04,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,BAs,GaP_b,2.49,1.43,2.49,-1.98,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,BSb,GaP_b,2.49,0.91,2.49,-2.12,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,AlN,GaP_b,2.49,4.04,2.49,-0.16,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,AlP,GaP_b,2.49,3.14,2.49,-0.82,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,AlAs,GaP_b,2.49,2.35,2.49,-1.43,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,AlSb_b,GaP_b,2.49,2.09,2.49,-0.49,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,GaN,GaP_b,2.49,3.23,2.49,-1.0,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,GaAs_b,GaP_b,2.49,1.88,2.49,-1.96,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,GaSb_b,GaP_b,2.49,1.13,2.49,-1.44,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,InN,GaP_b,2.49,1.35,2.49,-1.96,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,InP_b,GaP_b,2.49,1.16,2.49,-1.4,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,SiC,GaP_b,2.49,3.27,2.49,-0.39,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,SiGe_b,GaP_b,2.49,0.55,2.49,-2.45,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,SiSn_b,GaP_b,2.49,0.59,2.49,-2.26,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,GeC,GaP_b,2.49,2.91,2.49,-0.54,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,GeSn_b,GaP_b,2.49,0.46,2.49,-2.27,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,SnC,GaP_b,2.49,1.85,2.49,-1.2,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,N_b,GaP_b,2.49,6.01,2.49,-0.87,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,P_b,GaP_b,2.49,2.73,2.49,-2.01,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
GaP_b,P_w,GaP_b,2.49,1.53,2.49,-2.18,0.0,Type I,Type I,DFT_HSE06_monolayer,HSE06,fundamental_quasiparticle,2D_monolayer_vdW,10.1103/PhysRevB.94.035125,Ozcelik PRB 2016 HSE06 monolayers (Table I)
