material_absorber,absorber_band_gap_eV,phase,a_site,a2_site,b1_site,b2_site,x_site,heat_of_formation_eV_per_atom,gap_method,functional,gap_type,material_class,perovskite_family,record_type,source_doi,source_paper,chi_eV,chi_source
Rb2AuSbI6 (orthorhombic),1.6525,orthorhombic,Rb,,Au,Sb,I,-0.755109692,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8319,ml_plus_family_prior
Rb2CuAlI6 (orthorhombic),1.3409,orthorhombic,Rb,,Cu,Al,I,-0.81184319,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.6730,ml_plus_family_prior
Rb2CuAsI6 (orthorhombic),0.3489,orthorhombic,Rb,,Cu,As,I,-0.6663856,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8927,ml_plus_family_prior
Rb2CuBiI6 (orthorhombic),0.4945,orthorhombic,Rb,,Cu,Bi,I,-0.777287,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.9009,ml_plus_family_prior
Rb2CuGaI6 (orthorhombic),0.4852,orthorhombic,Rb,,Cu,Ga,I,-0.74525935,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8613,ml_plus_family_prior
Rb2CuInI6 (orthorhombic),0.5673,orthorhombic,Rb,,Cu,In,I,-0.79173216,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8059,ml_plus_family_prior
Rb2CuSbI6 (orthorhombic),0.4434,orthorhombic,Rb,,Cu,Sb,I,-0.735799767,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8689,ml_plus_family_prior
Rb2InAlI6 (orthorhombic),1.2484,orthorhombic,Rb,,In,Al,I,-0.93598635,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.6266,ml_plus_family_prior
Rb2InAsI6 (orthorhombic),0.368,orthorhombic,Rb,,In,As,I,-0.78810571,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8122,ml_plus_family_prior
Rb2InBiI6 (orthorhombic),0.4701,orthorhombic,Rb,,In,Bi,I,-0.90900931,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8224,ml_plus_family_prior
Rb2InGaI6 (orthorhombic),0.6304,orthorhombic,Rb,,In,Ga,I,-0.88277086,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.7939,ml_plus_family_prior
Rb2InInI6 (orthorhombic),0.5564,orthorhombic,Rb,,In,In,I,-0.90814477,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8224,ml_plus_family_prior
Rb2InSbI6 (orthorhombic),0.5575,orthorhombic,Rb,,In,Sb,I,-0.861771627,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8080,ml_plus_family_prior
Rb2TlAlI6 (orthorhombic),1.5921,orthorhombic,Rb,,Tl,Al,I,-0.972068905,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.6767,ml_plus_family_prior
Rb2TlAsI6 (orthorhombic),1.0584,orthorhombic,Rb,,Tl,As,I,-0.814922665,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8536,ml_plus_family_prior
Rb2TlBiI6 (orthorhombic),1.0077,orthorhombic,Rb,,Tl,Bi,I,-0.943623715,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8453,ml_plus_family_prior
Rb2TlGaI6 (orthorhombic),0.7727,orthorhombic,Rb,,Tl,Ga,I,-0.877933765,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8829,ml_plus_family_prior
Rb2TlInI6 (orthorhombic),1.1472,orthorhombic,Rb,,Tl,In,I,-0.940822325,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.7661,ml_plus_family_prior
Rb2TlSbI6 (orthorhombic),1.0951,orthorhombic,Rb,,Tl,Sb,I,-0.894206932,DFT_indirect_gap,DFT_Paper5,fundamental_quasiparticle,halide_double_perovskite_absorber,A2B1B3X6_halide_double_perovskite,absorber_only,10.1038/s41524-019-0177-0,"Li et al. npj Comput Mater 5, 83 (2019) — DFT indirect gap",3.8221,ml_plus_family_prior
AgNbLaAlO6,4.1645432,,Ag,La,Nb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5512,ml_plus_family_prior
AgNbLaGaO6,4.454628775,,Ag,La,Nb,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5629,ml_plus_family_prior
AgNbLaInO6,4.192522296,,Ag,La,Nb,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5736,ml_plus_family_prior
AgNbMgTiO6,3.963856895,,Ag,Mg,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5499,ml_plus_family_prior
AgNbSnTiO6,2.881239408,,Ag,Sn,Nb,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6817,ml_plus_family_prior
AgNbYAlO6,3.958215489,,Ag,Y,Nb,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5420,ml_plus_family_prior
AgTaAgNbO6,3.367340076,,Ag,Ag,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7118,ml_plus_family_prior
AgTaBaSnO6,4.115527804,,Ag,Ba,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6044,ml_plus_family_prior
AgTaBaTiO6,3.65187538,,Ag,Ba,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5922,ml_plus_family_prior
AgTaCaGeO6,4.596741977,,Ag,Ca,Ta,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5738,ml_plus_family_prior
AgTaCaSiO6,4.787204683,,Ag,Ca,Ta,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5643,ml_plus_family_prior
AgTaCaSnO6,4.567418298,,Ag,Ca,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5938,ml_plus_family_prior
AgTaCaTiO6,3.856408782,,Ag,Ca,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5927,ml_plus_family_prior
AgTaCsNbO6,3.257419299,,Ag,Cs,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6688,ml_plus_family_prior
AgTaCsVO6,2.169553701,,Ag,Cs,Ta,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8164,ml_plus_family_prior
AgTaGaNbO6,1.784718332,,Ag,Ga,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8403,ml_plus_family_prior
AgTaGaTaO6,2.285462409,,Ag,Ga,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7393,ml_plus_family_prior
AgTaKNbO6,3.43280078,,Ag,K,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6895,ml_plus_family_prior
AgTaKSbO6,4.253437286,,Ag,K,Ta,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5737,ml_plus_family_prior
AgTaLaAlO6,4.544527043,,Ag,La,Ta,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5430,ml_plus_family_prior
AgTaLaGaO6,4.428479438,,Ag,La,Ta,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5740,ml_plus_family_prior
AgTaLaInO6,4.598427211,,Ag,La,Ta,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5679,ml_plus_family_prior
AgTaLiNbO6,3.554350261,,Ag,Li,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5966,ml_plus_family_prior
AgTaLiVO6,1.661856626,,Ag,Li,Ta,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8711,ml_plus_family_prior
AgTaMgTiO6,4.541470588,,Ag,Mg,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5443,ml_plus_family_prior
AgTaNaNbO6,3.523501827,,Ag,Na,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6894,ml_plus_family_prior
AgTaNaSbO6,4.383274568,,Ag,Na,Ta,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5779,ml_plus_family_prior
AgTaNaVO6,1.67087028,,Ag,Na,Ta,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8711,ml_plus_family_prior
AgTaPbHfO6,4.468824182,,Ag,Pb,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5699,ml_plus_family_prior
AgTaPbTiO6,3.806312329,,Ag,Pb,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5971,ml_plus_family_prior
AgTaPbZrO6,4.43593134,,Ag,Pb,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5849,ml_plus_family_prior
AgTaRbNbO6,3.372019754,,Ag,Rb,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7118,ml_plus_family_prior
AgTaSnHfO6,3.676099376,,Ag,Sn,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6285,ml_plus_family_prior
AgTaSnTiO6,3.280047217,,Ag,Sn,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7178,ml_plus_family_prior
AgTaSnZrO6,3.671961049,,Ag,Sn,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6303,ml_plus_family_prior
AgTaSrGeO6,4.544428383,,Ag,Sr,Ta,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5701,ml_plus_family_prior
AgTaSrSiO6,4.692218139,,Ag,Sr,Ta,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5632,ml_plus_family_prior
AgTaSrSnO6,4.170643623,,Ag,Sr,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6044,ml_plus_family_prior
AgTaSrTiO6,3.79098509,,Ag,Sr,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5936,ml_plus_family_prior
AgTaTlNbO6,1.792464465,,Ag,Tl,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8790,ml_plus_family_prior
AgTaYAlO6,4.914572548,,Ag,Y,Ta,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5333,ml_plus_family_prior
BaHfAgNbO6,4.078047088,,Ba,Ag,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5585,ml_plus_family_prior
BaHfAgTaO6,4.189891965,,Ba,Ag,Hf,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5759,ml_plus_family_prior
BaHfBaSnO6,6.081554918,,Ba,Ba,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5628,ml_plus_family_prior
BaHfBaTiO6,4.617955975,,Ba,Ba,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5671,ml_plus_family_prior
BaHfBaZrO6,6.343123966,,Ba,Ba,Hf,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5448,ml_plus_family_prior
BaHfCaGeO6,6.350080917,,Ba,Ca,Hf,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5452,ml_plus_family_prior
BaHfCaHfO6,7.105780282,,Ba,Ca,Hf,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4741,ml_plus_family_prior
BaHfCaSiO6,7.124555422,,Ba,Ca,Hf,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4729,ml_plus_family_prior
BaHfCaSnO6,6.149864419,,Ba,Ca,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5642,ml_plus_family_prior
BaHfCaTiO6,4.881718641,,Ba,Ca,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5569,ml_plus_family_prior
BaHfCaZrO6,6.793831407,,Ba,Ca,Hf,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5297,ml_plus_family_prior
